title,writer,pony,dialog
Gauntlet of Fire,Joanna Lewis & Kristine Songco,spike,But I thought your dad said that<U+0097>
Gauntlet of Fire,Joanna Lewis & Kristine Songco,princess ember,I don't care what my dad said! I'll show him and every dragon who thinks I'm just a little princess there are better things than being big and strong!
Gauntlet of Fire,Joanna Lewis & Kristine Songco,garble,"[scream] [grunts] Don't leave me here, Spike!"
Gauntlet of Fire,Joanna Lewis & Kristine Songco,garble,Ha-ha! Knew you'd do it. Your pony friends made you soft.
Gauntlet of Fire,Joanna Lewis & Kristine Songco,spike,Uh-huh. You're welcome.
Gauntlet of Fire,Joanna Lewis & Kristine Songco,princess ember,"[gruff voice] Uh, that's just me. I, uh, robbed some ponies on my way over here."
Gauntlet of Fire,Joanna Lewis & Kristine Songco,garble,"Huh, I like your style. Have I met you before? You kind of look like<U+0097>"
Gauntlet of Fire,Joanna Lewis & Kristine Songco,spike,"My, uh, old neighbor! Uh, Sandy... Rockbeach!"
Gauntlet of Fire,Joanna Lewis & Kristine Songco,garble,Stupid slingtails knocked me down! But I've wasted enough time making small talk. Get it? Ha-ha! Because you're too small to win this! I'm funny.
Gauntlet of Fire,Joanna Lewis & Kristine Songco,princess ember,Why did you cover for me? You could've had one less competitor.
Gauntlet of Fire,Joanna Lewis & Kristine Songco,spike,I could ask you the same thing. You could've told Garble about my friends.
Gauntlet of Fire,Joanna Lewis & Kristine Songco,princess ember,Yikes... That looks rough. But that's what makes it a challenge.
Gauntlet of Fire,Joanna Lewis & Kristine Songco,spike,"Are you kidding? Those boulders are huge! Hey, what if we worked together? You fly me up there, and I'll help look out for boulders, like a second set of eyes!"
Gauntlet of Fire,Joanna Lewis & Kristine Songco,rarity,Pssst!
Gauntlet of Fire,Joanna Lewis & Kristine Songco,rarity,[hushed] Spike! Are you sure it's a good idea to team up with Ember? You don't know her too well.
Gauntlet of Fire,Joanna Lewis & Kristine Songco,spike,"I do know she could've told Garble about you, but she didn't. I think we can trust her."
Gauntlet of Fire,Joanna Lewis & Kristine Songco,twilight sparkle,Her behavior does seem contradictory to everything I've noted about dragons so far.
Gauntlet of Fire,Joanna Lewis & Kristine Songco,princess ember,"Hey, you, little fella! I've thought about it, and your plan makes sense. Let's do it."
Gauntlet of Fire,Joanna Lewis & Kristine Songco,spike,Really? Great! It's a deal!
Gauntlet of Fire,Joanna Lewis & Kristine Songco,princess ember,"Just so you know, this doesn't mean we're gonna pick flowers or exchange necklaces or whatever pony friends do."
Gauntlet of Fire,Joanna Lewis & Kristine Songco,twilight sparkle,Good luck. We'll meet you at the top.
Gauntlet of Fire,Joanna Lewis & Kristine Songco,spike,Pull up! There's one on your tail!
Gauntlet of Fire,Joanna Lewis & Kristine Songco,spike,Go left!
Gauntlet of Fire,Joanna Lewis & Kristine Songco,spike,So what do we do now?
Gauntlet of Fire,Joanna Lewis & Kristine Songco,princess ember,I think we go through there.
Gauntlet of Fire,Joanna Lewis & Kristine Songco,rarity,"[yelps] Oh, that looks scary! I mean, you can do it!"
Gauntlet of Fire,Joanna Lewis & Kristine Songco,princess ember,"Listen, Spike. I wouldn't have made it this far without you. So I guess, if you want to, we could keep working together. I mean, just until we get through that tunnel."
Gauntlet of Fire,Joanna Lewis & Kristine Songco,spike,Okay!
Gauntlet of Fire,Joanna Lewis & Kristine Songco,twilight sparkle,[hushed] We'll be right behind you!
Gauntlet of Fire,Joanna Lewis & Kristine Songco,spike,[gasps] Oof!
Gauntlet of Fire,Joanna Lewis & Kristine Songco,garble,Urgh!
Gauntlet of Fire,Joanna Lewis & Kristine Songco,rarity,"Oh, you made it! Oh, we were so worried!"
Gauntlet of Fire,Joanna Lewis & Kristine Songco,princess ember,Wait. How did you two get through?
Gauntlet of Fire,Joanna Lewis & Kristine Songco,spike,Rarity!
Gauntlet of Fire,Joanna Lewis & Kristine Songco,rarity,"[yelps] [panting] Oh, thanks, Spike!"
Gauntlet of Fire,Joanna Lewis & Kristine Songco,spike,[sighs] It was nothing.
Gauntlet of Fire,Joanna Lewis & Kristine Songco,princess ember,Nothing? You just risked everything to save her! And they're putting themselves in danger just to support you!
Gauntlet of Fire,Joanna Lewis & Kristine Songco,spike,"Well, that's just what friends do. Don't you have anyone who looks out for you?"
Gauntlet of Fire,Joanna Lewis & Kristine Songco,princess ember,"Not really. Unless I count you. [beat] Which I don't! Because we were only helping each other get through the tunnel, and now we're through the tunnel, so that's it."
Gauntlet of Fire,Joanna Lewis & Kristine Songco,spike,"Wait, what do you mean?"
Gauntlet of Fire,Joanna Lewis & Kristine Songco,princess ember,"Well, there's only one winner, one scepter, and one Dragon Lord. So I guess it's every dragon for themselves."
Gauntlet of Fire,Joanna Lewis & Kristine Songco,spike,Oh. So we aren't really friends?
Gauntlet of Fire,Joanna Lewis & Kristine Songco,princess ember,"Maybe if we were in Ponyland, but like I said, dragons don't do friendship."
Gauntlet of Fire,Joanna Lewis & Kristine Songco,spike,I can't believe Ember ditched me.
Gauntlet of Fire,Joanna Lewis & Kristine Songco,rarity,"[muffled] Oh, you're better off. She was only looking out for herself. She's just like all the other dragons."
Gauntlet of Fire,Joanna Lewis & Kristine Songco,spike,"She's not, though. I know it. She saved me, even when she didn't have to. I don't care what she says. That makes us friends."
Gauntlet of Fire,Joanna Lewis & Kristine Songco,twilight sparkle,"Is it just me, or have we seen this crevasse three times already?"
Gauntlet of Fire,Joanna Lewis & Kristine Songco,spike,It's kinda hard to tell. They all look the same. Except for this one! Look! We made it! I can't believe I'm the only dragon to make it this far!
Gauntlet of Fire,Joanna Lewis & Kristine Songco,garble,You're not! And I'm not losing to a puny pony-loving dragon like you!
Gauntlet of Fire,Joanna Lewis & Kristine Songco,rarity,[yelps] [muffled] We have to do something!
Gauntlet of Fire,Joanna Lewis & Kristine Songco,twilight sparkle,[muffled] Look!
Gauntlet of Fire,Joanna Lewis & Kristine Songco,spike,[screaming] Ember! I thought it was every dragon for themselves! Why did you save me?!
Gauntlet of Fire,Joanna Lewis & Kristine Songco,princess ember,"That's what friends do! And I am. I mean, we are. I never should have left you back there. Agh, please don't make me talk about my feelings!"
Gauntlet of Fire,Joanna Lewis & Kristine Songco,garble,[straining] Argh! Whoa!
Gauntlet of Fire,Joanna Lewis & Kristine Songco,garble,[frustrated grunt] I'm sick and tired of you two helping each other! Dragons don't do helping!
Gauntlet of Fire,Joanna Lewis & Kristine Songco,spike,[panting] Whoa...
Gauntlet of Fire,Joanna Lewis & Kristine Songco,spike,Leave her alone!
Gauntlet of Fire,Joanna Lewis & Kristine Songco,garble,What? You?! You have the scepter?! But that means that you're...
Gauntlet of Fire,Joanna Lewis & Kristine Songco,princess ember,The Dragon Lord. Dragon Lord Spike.
Gauntlet of Fire,Joanna Lewis & Kristine Songco,garble,[groans] [reluctantly] Dragon... Lord... Spike...
Gauntlet of Fire,Joanna Lewis & Kristine Songco,spike,"That's right! Uh... Now, go start your long journey home. And give every dragon you see on the way a hug. Don't tell them why."
Gauntlet of Fire,Joanna Lewis & Kristine Songco,garble,Awww! But that'll be super embarrassing!
Gauntlet of Fire,Joanna Lewis & Kristine Songco,spike,I command you to do it!
Gauntlet of Fire,Joanna Lewis & Kristine Songco,garble,[annoyed noise] I can't believe this...
Gauntlet of Fire,Joanna Lewis & Kristine Songco,princess ember,"Dragon Lord Spike. Hm, has a nice ring to it."
Gauntlet of Fire,Joanna Lewis & Kristine Songco,spike,Dragon Lord Ember sounds a lot better.
Gauntlet of Fire,Joanna Lewis & Kristine Songco,princess ember,What? No. You're the Dragon Lord now.
Gauntlet of Fire,Joanna Lewis & Kristine Songco,spike,"The Dragon Lord is whoever brings the scepter back to your father! Besides, you'll make a great leader. I was just doing this to protect the ponies. But I know you'll protect them just as well as I would have."
Gauntlet of Fire,Joanna Lewis & Kristine Songco,princess ember,You sure about this?
Gauntlet of Fire,Joanna Lewis & Kristine Songco,spike,Absolutely. My home is in Equestria with my friends.
Gauntlet of Fire,Joanna Lewis & Kristine Songco,princess ember,"Well, you'll have at least one friend here too. What are you doing?"
Gauntlet of Fire,Joanna Lewis & Kristine Songco,spike,It's called a hug!
Gauntlet of Fire,Joanna Lewis & Kristine Songco,princess ember,Oh. I don't know if I like it. But... okay.
Gauntlet of Fire,Joanna Lewis & Kristine Songco,spike,Mmmmm!
Gauntlet of Fire,Joanna Lewis & Kristine Songco,twilight sparkle,[hushed] Awww!
Gauntlet of Fire,Joanna Lewis & Kristine Songco,princess ember,"I know you didn't think I could do it, but I did."
Gauntlet of Fire,Joanna Lewis & Kristine Songco,princess ember,I'm not big and strong. I know. But you know what? I won anyway. So maybe it takes more than just being big and strong to be a good Dragon Lord!
Gauntlet of Fire,Joanna Lewis & Kristine Songco,princess ember,"Thanks, dad. [to dragons] Agree with him! Just kidding! That's not gonna be my thing."
Gauntlet of Fire,Joanna Lewis & Kristine Songco,garble,I can't tell you!
Gauntlet of Fire,Joanna Lewis & Kristine Songco,twilight sparkle,"You did well, Spike. With Ember as Dragon Lord, the ponies will be safe and you've gained us a powerful ally."
Gauntlet of Fire,Joanna Lewis & Kristine Songco,spike,And a new friend!
Gauntlet of Fire,Joanna Lewis & Kristine Songco,twilight sparkle,"Plus, Ember said I could write to her anytime I had questions about dragon culture! With this much information, I'll be able to write a whole book on dragons!"
Gauntlet of Fire,Joanna Lewis & Kristine Songco,rarity,"And I gained tons of ideas for a new line of camouflage clothing! I think I'll call it ""Camo-Maud""!"
No Second Prances,Nick Confalone,twilight sparkle,"First lesson of the day, we very carefully set the table without using magic, so that<U+0097> Yikes!"
No Second Prances,Nick Confalone,twilight sparkle,Did you...?! How? When? What?!
No Second Prances,Nick Confalone,starlight glimmer,What?
No Second Prances,Nick Confalone,twilight sparkle,I said no magic. You were supposed to do it by hoof so I could work in a friendship lesson.
No Second Prances,Nick Confalone,starlight glimmer,"Oh, I heard ""set the table"" and just kinda went for it."
No Second Prances,Nick Confalone,twilight sparkle,"Well, if you hadn't used magic, you'd have heard me say, uh... this plate represents your head, this spoon is your heart, and the knives... are sharp! Always be careful with knives. [sigh] The metaphors make more sense when you're actually setting the table."
No Second Prances,Nick Confalone,starlight glimmer,Should I... change it back?
No Second Prances,Nick Confalone,twilight sparkle,I just want to make sure you're ready for this dinner. Princess Celestia will be joining us tomorrow night to see how the friendship lessons are going!
No Second Prances,Nick Confalone,starlight glimmer,"If it's just you, me, and Princess Celestia, why are there four seats?"
No Second Prances,Nick Confalone,twilight sparkle,"Well, the whole point is for you to bring a new friend. That way, the princess will see for herself just how far you've come. And how good a teacher you have."
No Second Prances,Nick Confalone,starlight glimmer,"Well, I can't choose. I like all your friends."
No Second Prances,Nick Confalone,twilight sparkle,That's the best part! You have to make a new friend!
No Second Prances,Nick Confalone,starlight glimmer,"New friends? Hey, maybe I'll just force friendships by magically enslaving the entire population of Ponyville!"
No Second Prances,Nick Confalone,twilight sparkle,Starlight!
No Second Prances,Nick Confalone,starlight glimmer,"Let's see. Make new friends in Ponyville, the friendliest place in Equestria. Shouldn't be hard..."
No Second Prances,Nick Confalone,pinkie pie,"Need to make a new friend, huh? I know just the pony for you!"
No Second Prances,Nick Confalone,pinkie pie,"Miss Starlight Glimmer, meet Mrs. Cake!"
No Second Prances,Nick Confalone,mrs. cake,"Mrs. How are you, dearie?"
No Second Prances,Nick Confalone,starlight glimmer,Are you baking? Can I help?
No Second Prances,Nick Confalone,pinkie pie,"Wow, Mrs. Cake! Look what your new friend made you!"
No Second Prances,Nick Confalone,mrs. cake,Mrs. [chuckles] New friend. I like the sound of<U+0096> [gasps] Howza-wowza! A-Are you trying to put me out of business with your fancy magical-thingy-whatsit cake?!
No Second Prances,Nick Confalone,starlight glimmer,Sorry...
No Second Prances,Nick Confalone,applejack,"I think I have just the pony for you, Starlight. Meet Big Mac!"
No Second Prances,Nick Confalone,big mcintosh,Eeyup!
No Second Prances,Nick Confalone,applejack,He's not much of a talker.
No Second Prances,Nick Confalone,big mcintosh,Nnope.
No Second Prances,Nick Confalone,starlight glimmer,"Oh, that's too bad. I love a good conversation."
No Second Prances,Nick Confalone,big mcintosh,[motormouth] Eeyup-yup-yup-yup-yup-yup-yup-yup-y-y-y-y-you did something! Whoa! What's happening? I feel really weird! I'm talkin' so much! And I'm so articulate! Enunciating with such precise pronunciation! Annie Apple awoke and accidentally ate an auburn azalea! [screams] Make it stop!
No Second Prances,Nick Confalone,starlight glimmer,I can't be friends with somepony who doesn't talk.
No Second Prances,Nick Confalone,starlight glimmer,...And I guess my first instinct shouldn't be to magically command ponies to act the way I want them to?
No Second Prances,Nick Confalone,starlight glimmer,"Alright, I'll change him back!"
No Second Prances,Nick Confalone,rarity,"The trick to finding a new friend is to render yourself radiant. First impressions count a great deal, you know."
No Second Prances,Nick Confalone,starlight glimmer,I'm glad you all got past my first impression.
No Second Prances,Nick Confalone,rarity,"Well, everypony deserves a second chance. Ooh! Now, I have a top-notch idea. I'm thinking pastel silk here and here with a crinoline underneath."
No Second Prances,Nick Confalone,starlight glimmer,You really think a new outfit will help me meet ponies?
No Second Prances,Nick Confalone,rarity,"Oh, with the right outfit, you can do anything, darling!"
No Second Prances,Nick Confalone,starlight glimmer,When will it be ready?
No Second Prances,Nick Confalone,rarity,Three weeks.
No Second Prances,Nick Confalone,starlight glimmer,Dinner's tomorrow.
No Second Prances,Nick Confalone,rarity,"Well then, how about a hat from the... [clears throat] ...clearance bin?"
